PROCEDIMENTO;RN_alteracao;VIGENCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPITULO
TERAPIA COM ALFACERLIPONASE PARA LIPOFUSCINOSE CEROIDE NEURONAL TIPO 2 CLN2 COM DIRETRIZ DE UTILIZACAO;5382022;22102022;;;HCO;HSO;REF;PAC;153;TERAPEUTICA;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA IMUNOBIOLOGICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTANEA COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;PAC;65;TERAPEUTICA;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA IMUNOPROFILATICA PARA O VIRUS SINCICIAL RESPIRATORIO VSR COM DIRETRIZ DE UTILIZACAO;4652021 6242024;01042021 03022025;;AMB;HCO;HSO;REF;;124;TERAPEUTICA;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA INALATORIA NEBULIZACAO;;;;AMB;HCO;HSO;REF;;;TERAPEUTICA;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA INTRAVENOSA COM ACIDO ZOLEDRONICO COM DIRETRIZ DE UTILIZACAO;5922023;18122023;;AMB;HCO;HSO;REF;PAC;163;TERAPEUTICA;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA MEDICAMENTOSA INJETAVEL AMBULATORIAL COM DIRETRIZ DE UTILIZACAO;5462022;03102022;;AMB;HCO;HSO;REF;;158;TERAPEUTICA;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLOGICA - PLANEJAMENTO;;;;AMB;HCO;HSO;REF;PAC;;TERAPEUTICA;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLOGICA COM APLICACAO DE MEDICAMENTOS POR VIA INTRACAVITARIA OU INTRATECAL;;;;;HCO;HSO;REF;PAC;;TERAPEUTICA;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLOGICA COM APLICACAO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS;;;;AMB;HCO;HSO;REF;PAC;;TERAPEUTICA;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA ONCOLOGICA MEDICAMENTOSA PEROPERATORIA;;;;;HCO;HSO;REF;PAC;;TERAPEUTICA;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
TERAPIA POR PRESSAO NEGATIVA COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;;148;TERAPEUTICA;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
APENDICE PRE-AURICULAR - RESSECCAO;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
APLICACAO DE CONTRACEPTIVO HORMONAL INJETAVEL COM DIRETRIZ DE UTILIZACAO;5382022;22102022;;AMB;;;REF;;154;PROCEDIMENTOS;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
IMPLANTE SUBDERMICO HORMONAL PARA CONTRACEPCAO COM DIRETRIZ DE UTILIZACAO;6192024;02012025;;AMB;;;REF;;170;PROCEDIMENTOS;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES;PROCEDIMENTOS CLINICOS AMBULATORIAIS E HOSPITALARES
AUTONOMIZACAO DE RETALHO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE FACE;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTANEO, LINFONODO SUPERFICIAL, UNHA, ETC;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CALOSIDADE EOU MAL PERFURANTE - DESBASTAMENTO;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CANTOPLASTIA UNGUEAL;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CAUTERIZACAO QUIMICA;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CIRURGIA DA HIDROSADENITE;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CORRECAO CIRURGICA DE SEQUELAS DE ALOPECIA TRAUMATICA COM MICROENXERTOS PILOSOS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CORRECAO DE DEFORMIDADES POR EXERESE DE TUMORES OU SEQUELAS DE TRAUMATISMOS COM O EMPREGO DE EXPANSORES EM RETALHOS CUTANEOS, MUSCULARES EOU MIOCUTANEOS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CRIOCIRURGIA NITROGENIO LIQUIDO DE NEOPLASIAS CUTANEAS;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CURATIVO DE QUEIMADURAS;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CURATIVO ESPECIAL SOB ANESTESIA;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CURETAGEM, ELETROCOAGULACAO EOU DERMOABRASAO DE LESOES DE PELE E MUCOSAS;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ABDOMINOPLASTIA COM DIRETRIZ DE UTILIZACAO;;;;;HCO;HSO;REF;;18;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
DESBRIDAMENTO CIRURGICO;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
DESBRIDAMENTO DE FERIMENTOS INFECTADOS E MORDIDAS DE ANIMAIS;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ENXERTO DE CARTILAGEM, MUCOSA EOU COMPOSTO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ENXERTO DE PELE MULTIPLO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ENXERTO OU HOMOENXERTO DE PELE;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ESCALPO - TRATAMENTO CIRURGICO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ESCAROTOMIA DESCOMPRESSIVA;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE HIGROMA CISTICO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE LESAO COM AUTO-ENXERTIA;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE LESAO DE PELE E MUCOSAS;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE TUMOR DE PARTES MOLES;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE UNHA;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE E SUTURA DE LESOES COM OU SEM ROTACAO DE RETALHOS;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXPANSAO TISSULAR;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXCISAO E RETALHOS CUTANEOS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXERESE E EMPREGO DE RETALHOS CUTANEOS OU MUSCULARES CRUZADOS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXERESE E RETALHOS CUTANEOS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXERESE E ROTACAO DE RETALHO FASCIOCUTANEO OU AXIAL;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXERESE E ROTACAO DE RETALHOS MIOCUTANEOS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXERESE E ROTACAO DE RETALHOS MUSCULARES;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXTENSOS FERIMENTOS, CICATRIZES, OU TUMORES - EXERESE E ENXERTO CUTANEO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
INCISAO E DRENAGEM DE ABSCESSO, HEMATOMA, FLEGMAO EOU PANARICIO;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
INFILTRACAO INTRALESIONAL, CICATRICIAL E HEMANGIOMAS;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
MATRICECTOMIA;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
LASERTERAPIA PARA O TRATAMENTO DA MUCOSITE ORALOROFARINGE COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;;51;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
PLASTICA EM Z OU W;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTRUCAO COM RETALHOS DE GALEA APONEUROTICA;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETALHO CUTANEO, MUSCULAR OU COMPOSTO INCLUINDO CARTILAGEM OU OSSO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO SUBCUTANEO;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETRACAO CICATRICIAL DE ZONA DE FLEXAO E EXTENSAO DE MEMBROS SUPERIORES E INFERIORES;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RETRACAO DE APONEUROSE PALMAR DUPUYTREN;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
SUTURA DE FERIMENTOS COM OU SEM DESBRIDAMENTO;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TERAPIA POR PRESSAO NEGATIVA COM DIRETRIZ DE UTILIZACAO;;;;AMB;HCO;HSO;REF;;148;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRANSECCAO DE RETALHO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRANSFERENCIA INTERMEDIARIA DE RETALHO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DA UNHA ENXERTO;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DE HEMANGIOMAS, LINFANGIOMAS OU NEVUS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DE BRIDAS CONSTRICTIVAS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DO ABSCESSO DE UNHA DRENAGEM;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO DA MIIASE FURUNCULOIDE;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO DE ESCARAS OU ULCERACOES COM RETALHOS CUTANEOS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO DE ESCARAS OU ULCERACOES COM RETALHOS MIOCUTANEOS OU MUSCULARES;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO DE FISTULA CUTANEA;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;PELE E TECIDO CELULAR SUBCUTANEO, MUCOSAS E ANEXOS;PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE LABIO COM DIRETRIZ DE UTILIZACAO;;;OD;AMB;HCO;HSO;REF;;83;LABIO;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXCISAO COM PLASTICA DE VERMELHAO;;;;;HCO;HSO;REF;;;LABIO;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXCISAO COM RECONSTRUCAO COM OU SEM RETALHOS;;;;;HCO;HSO;REF;;;LABIO;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXCISAO EM CUNHA;;;;AMB;HCO;HSO;REF;;;LABIO;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
FRENOTOMIAFRENULOTOMIA LABIAL;;;OD;AMB;HCO;HSO;REF;;;LABIO;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
FRENULECTOMIA LABIAL;;;OD;AMB;HCO;HSO;REF;;;LABIO;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
QUEILOPLASTIA PARA FISSURA LABIAL;;;;;HCO;HSO;REF;;;LABIO;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTRUCAO DE SULCO GENGIVO-LABIAL;;;;;HCO;HSO;REF;;;LABIO;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
RECONSTRUCAO TOTAL DO LABIO;;;;;HCO;HSO;REF;;;LABIO;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
TRATAMENTO CIRURGICO DE HIPERTROFIA DO LABIO;;;;;HCO;HSO;REF;;;LABIO;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ADEQUACAO DO MEIO BUCAL COM DIRETRIZ DE UTILIZACAO;;;OD;;;;;;78;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
AJUSTE OCLUSAL POR ACRESCIMO;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
AJUSTE OCLUSAL POR DESGASTE SELETIVO;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ALONGAMENTO CIRURGICO DO PALATO MOLE;;;;;HCO;HSO;REF;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
ALVEOLOPLASTIA;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
AMPUTACAO RADICULAR COM OBTURACAO RETROGRADA;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
AMPUTACAO RADICULAR SEM OBTURACAO RETROGRADA;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
APICETOMIA BIRRADICULARES COM OBTURACAO RETROGRADA;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
APICETOMIA BIRRADICULARES SEM OBTURACAO RETROGRADA;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
APICETOMIA MULTIRRADICULARES COM OBTURACAO RETROGRADA;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
APICETOMIA MULTIRRADICULARES SEM OBTURACAO RETROGRADA;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
APICETOMIA UNIRRADICULARES COM OBTURACAO RETROGRADA;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
APICETOMIA UNIRRADICULARES SEM OBTURACAO RETROGRADA;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
APROFUNDAMENTOAUMENTO DE VESTIBULO;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
AUMENTO DE COROA CLINICA;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
BIOPSIA DE BOCA COM DIRETRIZ DE UTILIZACAO;;;OD;AMB;HCO;HSO;REF;;81;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
BRIDECTOMIA;;;OD;AMB;HCO;HSO;REF;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
BRIDOTOMIA;;;OD;AMB;HCO;HSO;REF;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CAPEAMENTO PULPAR DIRETO - EXCLUINDO RESTAURACAO FINAL;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CIRURGIA PARA EXOSTOSE MAXILAR;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CIRURGIA PARA TORUS MANDIBULAR;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CIRURGIA PARA TORUS PALATINO;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CIRURGIA PERIODONTAL A RETALHO;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
COLAGEM DE FRAGMENTOS DENTARIOS;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
COROA UNITARIA PROVISORIA COM OU SEM PINOPROVISORIO PARA PREPARO DE RESTAUCAO METALICA FUNDIDA RMF - COM DIRETRIZ DE UTILIZACAO;;;OD;;;;;;90;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
REEMBASAMENTO DE COROA PROVISORIA;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CUNHA PROXIMAL;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CONTROLE DE HEMORRAGIA COM APLICACAO DE AGENTE HEMOSTATICO EM REGIAO BUCO-MAXILO-FACIAL;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
CONTROLE DE HEMORRAGIA SEM APLICACAO DE AGENTE HEMOSTATICO EM REGIAO BUCO-MAXILO-FACIAL;;;OD;;;;;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
INCISAO E DRENAGEM EXTRA-ORAL DE ABSCESSO, HEMATOMA EOU FLEGMAO DA REGIAO BUCO-MAXILO- FACIAL;;;OD;AMB;HCO;HSO;REF;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
INCISAO E DRENAGEM INTRA-ORAL DE ABSCESSO, HEMATOMA EOU FLEGMAO DA REGIAO BUCO-MAXILO- FACIAL;;;OD;AMB;HCO;HSO;REF;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXCISAO DE LESAO COM RECONSTRUCAO;;;;;HCO;HSO;REF;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXCISAO DE TUMOR DE BOCA COM MANDIBULECTOMIA OU MAXILECTOMIA;;;;;HCO;HSO;REF;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
EXERESE DE LESAO E ENXERTO CUTANEO OU MUCOSO;;;;;HCO;HSO;REF;;;BOCA;CABECA E PESCOCO;PROCEDIMENTOS CIRURGICOS E INVASIVOS
